gender,state,deviceinfo_deviceid,deviceinfo_model,test,num_session,total_time
Female,VA,3.57E+14,SAMSUNG-SM-G930A,368.0963971,5505,1499095000
Male,NJ,9.90E+14,SM-G928V,32.49323423,5502,5729473000
Male,WI,3.56E+14,SM-G930P,329.067941,5488,5624685000
Male,MI,3.58E+14,SM-G955U,965.0644707,5478,1418306000
Female,CO,3.60E+14,SM-G930V,373.2695933,5471,1999228000
Male,TX,3.59E+14,SM-G920T,797.3617229,5455,4401764000
Female,CA,9.90E+14,SM-G920P,218.8868681,5445,6124551000
Female,NJ,3.53E+14,SM-G930V,923.6659589,5442,4821003000
Female,CA,3.58E+14,SM-G935V,602.4303874,5432,2508113000
Female,FL,3.58E+14,SM-G950U,237.5836001,5426,2406029000
Female,TX,3.54E+14,SM-N920T,293.3627447,5406,4675832000
Male,OH,3.58E+14,SM-G950U,362.2654782,5404,1648915000
Male,NC,3.56E+14,SM-G955U,321.7028642,5394,2596247000
Male,NC,3.57E+14,SAMSUNG-SM-G935A,835.7253281,5390,6145171000
Female,CA,9.90E+14,SM-G928P,870.8010705,5383,7272897000
Female,NJ,3.56E+14,SM-G935P,847.0310313,5379,3798294000
Male,NJ,3.57E+14,SAMSUNG-SM-G930A,574.1815321,5379,4411048000
Male,ME,9.90E+14,SM-N920V,770.9081608,5375,3350980000
Male,NY,3.55E+14,SM-G935V,642.2723624,5372,1313216000
Female,OH,3.57E+14,SM-G935T,570.8763723,5366,2321831000
Male,FL,3.58E+14,SAMSUNG-SM-G935A,173.5791376,5358,4439740000
Male,MA,3.54E+14,SM-N920T,55.10176172,5356,3997386000
Male,CA,3.58E+14,SM-G955U,519.2036886,5347,1285053000
Male,FL,3.58E+14,SM-G935T,684.5791124,5340,4263904000
Male,FL,3.54E+14,SAMSUNG-SM-G928A,811.7601988,5339,2407530000
Male,NJ,9.90E+14,SM-G928V,727.2141402,5337,5279783000
Male,CA,3.52E+14,SAMSUNG-SM-G935A,983.541633,5322,2405966000
Male,WI,3.58E+14,SM-G955U,502.2430904,5318,1870075000
Male,MD,3.56E+14,SM-G930P,110.5812613,5313,3238930000
Female,PA,3.58E+14,SM-G935V,184.3622593,5308,3349184000
Female,AL,3.56E+14,SM-G935P,38.68056746,5291,4925862000
Female,FL,3.58E+14,SM-G935V,271.6366726,5288,-47657000
Male,TX,3.59E+14,SAMSUNG-SM-G920A,334.6828942,5276,2636643000
Female,TN,9.90E+14,SM-N920V,976.5586867,5274,2757731000
Male,NY,3.58E+14,SAMSUNG-SM-G935A,511.0447227,5273,5915335000
Female,NV,3.54E+14,SM-G928T,131.7641701,5265,2791787000
Female,NC,3.56E+14,SM-G935P,65.76964375,5264,7512716000
Male,CA,3.58E+14,SAMSUNG-SM-G935A,539.0554418,5252,2461096000
Female,NE,9.90E+14,SM-G900V,462.1868021,5250,1807403000
Female,TN,9.90E+14,SM-G900V,660.0551362,5242,1557825000
Female,MA,3.55E+14,SM-G930V,359.4361705,5238,4888866000
Female,OH,9.90E+14,SM-G920P,347.2121461,5231,6914079000
Male,MA,3.58E+14,SM-G955U,233.2694304,5229,1147554000
Male,NJ,3.58E+14,SM-G950U,184.2356839,5223,2180301000
Male,CA,3.54E+14,SM-G928T,566.7991966,5203,2594376000
Male,OK,3.58E+14,SM-G930T,367.8375691,5198,7077407000
Female,IL,3.58E+14,SM-G955U,514.3476638,5190,1275175000
Female,CA,3.54E+14,SM-G928T,298.5959667,5180,3690673000
Male,HI,3.57E+14,SAMSUNG-SM-G930A,569.4541184,5160,4448117000
Male,OH,9.90E+14,SM-G920P,76.2566131,5146,3681465000
Female,CA,3.55E+14,SM-G930V,481.2350794,5140,872562000
Female,FL,3.58E+14,SAMSUNG-SM-N900A,561.9353205,5121,5515937000
Male,CA,3.54E+14,SM-N920T,191.1915496,5119,2563559000
Female,TX,3.56E+14,SM-G930P,488.7218084,5117,3202612000
Female,NY,9.90E+14,SM-G928P,269.2779977,5115,6324412000
Male,CT,3.55E+14,SM-G930V,405.6028592,5113,3255770000
Female,NY,9.90E+14,SM-N920V,974.3935444,5098,6620075000
Male,TX,3.56E+14,SM-N910T,540.4293469,5097,7535039000
Male,OH,3.56E+14,SM-G935P,351.1859524,5096,5017224000
Male,TX,9.90E+14,SM-N920P,764.6711049,5086,6332740000
Male,OH,3.55E+14,SM-G930V,63.35307493,5066,3845614000
Female,TX,3.59E+14,SM-N915T,352.7511084,5056,5309835000
Female,VA,3.58E+14,SM-G935T,671.1581788,5050,4985031000
Male,WA,3.55E+14,SM-G935V,772.1022654,5050,6684186000
Male,MD,3.54E+14,SAMSUNG-SM-G928A,238.6889385,5037,1938513000
Male,SC,9.90E+14,SM-G900V,851.0623036,5018,5857151000
Male,CA,9.90E+14,SM-G928V,236.8340601,5002,3872813000
Female,FL,9.90E+14,SM-N920P,989.8551244,5000,5251626000
Male,FL,3.58E+14,SM-G950U,141.8841599,5000,1883710000
Male,OH,3.55E+14,SM-G930V,317.8621236,4999,7534270000
Female,CA,3.58E+14,SM-G930T,101.3508936,4997,2497622000
Female,MD,3.58E+14,SM-G955U,734.7236683,4996,694290000
Male,AL,3.55E+14,SM-G930V,703.5907418,4991,1646939000
Male,NY,9.90E+14,SM-G928V,466.0050621,4987,1163814000
Male,IL,3.58E+14,SM-G935T,831.8579003,4986,2433770000
Male,NE,3.56E+14,SM-G930P,777.3791479,4967,5030166000
Male,TX,3.54E+14,SAMSUNG-SM-N920A,447.3346774,4956,3826283000
Female,FL,9.90E+14,SM-G928P,591.2987198,4955,5868545000
Male,NY,3.55E+14,SM-G930V,601.5793476,4953,3625949000
Female,TX,3.56E+14,SM-G930P,672.0136358,4939,9246942000
Female,IA,3.58E+14,SM-G950U,481.1088176,4933,2638368000
Female,CA,9.90E+14,SM-G928P,588.6315794,4933,2852119000
Female,AZ,9.90E+14,SM-G928V,745.9955516,4913,6298761000
Male,WA,3.58E+14,SM-G935V,313.1201765,4909,1499082000
Female,NC,3.58E+14,SM-G935T,458.837922,4899,5881632000
Male,CO,3.58E+14,SM-G930T,608.6733029,4883,3638836000
Male,OK,9.90E+14,SM-N920V,991.6881761,4872,5892652000
Male,VA,3.58E+14,SM-G955U,365.4374328,4866,2241640000
Female,CA,3.60E+14,SM-G930T,857.4334542,4864,5914695000
Female,AR,3.57E+14,SAMSUNG-SM-G930A,30.60684621,4858,8129923000
Female,NC,3.55E+14,SM-G930V,217.4945647,4820,5494497000
Male,NC,9.90E+14,SM-G928V,946.7169015,4820,3639600000
Male,KS,3.58E+14,SM-G950U,772.7023436,4819,1672507000
Male,TX,3.54E+14,SAMSUNG-SM-G928A,533.4498033,4808,2587114000
Male,NY,9.90E+14,SM-G928V,704.5710982,4800,4717024000
Male,OH,9.90E+14,SM-G925P,848.6194257,4784,8406488000
Female,MI,3.56E+14,SM-G930P,709.4426975,4783,8089047000
Male,PA,3.57E+14,SAMSUNG-SM-G935A,608.4492056,4778,4271470000
Male,TX,3.56E+14,SM-G955U,523.7486355,4772,2251230000
Female,MI,3.56E+14,SM-G930P,188.0653365,4741,3864080000
Female,FL,3.57E+14,SM-G935T,134.9296142,4732,4087553000
Male,CA,3.57E+14,SAMSUNG-SM-G935A,706.8543564,4730,5876455000
Female,OR,3.58E+14,SM-G955U,100.0394363,4729,1846290000
Female,TX,3.58E+14,SM-G935V,914.7391095,4726,3817506000
Female,TX,3.54E+14,SM-G928T,880.2337697,4725,4200058000
Female,IL,3.60E+14,SM-G930T,846.522948,4720,5755688000
Female,CA,3.52E+14,SAMSUNG-SM-G935A,535.9596765,4719,2036729000
Female,LA,3.56E+14,SM-G935T,131.7087953,4677,3704908000
Female,TX,3.56E+14,SAMSUNG-SM-N915A,942.6354734,4675,865921000
Female,CA,3.56E+14,SAMSUNG-SM-G930A,928.3278958,4661,4897799000
Male,VA,9.90E+14,SM-N900V,544.9611552,4648,1402258000
Male,NM,3.58E+14,SM-G955U,310.7769172,4647,1460324000
Female,GA,3.55E+14,SM-G930V,744.954899,4635,2838467000
Male,OH,9.90E+14,SM-N920P,774.3964402,4632,3460944000
Female,OK,3.58E+14,SM-G955U,582.5548785,4622,1838739000
Male,Wy,3.58E+14,SM-G935V,746.5711842,4604,7136528000
Female,WI,9.90E+14,SM-N910V,397.6539085,4601,8695526000
Female,VA,3.57E+14,SAMSUNG-SM-G930A,9.730242703,4596,1689765000
Female,OH,3.58E+14,SM-G955U,167.8940463,4593,1683547000
Male,WA,3.58E+14,SM-G930T,299.1392188,4577,2996442000
Male,TN,9.90E+14,SM-G900V,629.2059373,4577,3707638000
Female,MD,3.57E+14,SM-G935P,60.90927616,4569,8247724000
Female,HI,9.90E+14,SM-G900P,402.4504918,4562,10672111000
Female,TX,3.58E+14,SAMSUNG-SM-N900A,26.77269961,4561,1709082000
Female,CT,3.57E+14,SAMSUNG-SM-G930A,22.85358547,4559,4919313000
Female,IL,9.90E+14,SM-G928V,4.674275889,4551,1858125000
Female,TX,9.90E+14,SM-G928P,906.8649472,4551,8779602000
Male,CA,9.90E+14,SM-N920V,701.2018536,4550,1407957000
Female,MO,3.58E+14,SM-G935V,164.6303332,4546,7771350000
Male,CA,3.58E+14,SAMSUNG-SM-G935A,537.6317812,4541,2106205000
Female,PA,3.56E+14,SM-G930P,856.6900555,4530,1199147000
Male,PA,3.58E+14,SM-G955U,696.8096206,4528,2036979000
Male,WI,9.90E+14,SM-G900R4,236.0836505,4518,7335673000
Male,NY,3.58E+14,SM-G930T,76.10649735,4514,1378769000
Male,CA,3.56E+14,SM-G930P,784.3094361,4509,3024570000
Male,OR,3.58E+14,SM-G930T,433.4789429,4508,3736945000
Male,AZ,3.58E+14,SM-G955U,438.4805125,4500,1789295000
Female,TN,3.56E+14,SM-G935T,272.2027051,4494,1948997000
Female,FL,9.90E+14,SM-N900P,253.9186956,4488,3320877000
Male,NJ,9.90E+14,SM-G928V,219.8662166,4478,2593289000
Female,NJ,9.90E+14,SM-G928V,336.1593804,4478,4566619000
Male,CA,3.54E+14,SM-G928T,454.6685415,4454,5143172000
Female,CA,3.58E+14,SM-G930T,952.4242765,4453,4826502000
Female,FL,3.57E+14,SAMSUNG-SM-G935A,554.0649362,4452,6792433000
Male,FL,3.58E+14,SAMSUNG-SM-G935A,980.1394243,4444,3372540000
Female,NC,3.58E+14,SAMSUNG-SM-G935A,733.3473958,4421,4750999000
Male,VA,9.90E+14,SM-G900V,575.0587142,4421,3255469000
Female,NC,3.58E+14,SAMSUNG-SM-N900A,647.6484647,4416,5218958000
Male,IL,3.59E+14,SM-G920T,133.0559104,4413,8524624000
Female,MI,9.90E+14,SM-G920P,810.9540706,4401,2713428000
Female,FL,9.90E+14,SM-G928P,552.2771699,4399,4664350000
Female,FL,3.56E+14,SM-G935P,527.683658,4392,3727192000
Male,OH,9.90E+14,SM-N920V,987.5475478,4391,7905158000
Female,NY,3.58E+14,SM-G955U,731.6620821,4388,1622326000
Male,AR,3.54E+14,SAMSUNG-SM-G928A,540.6862359,4380,1988782000
Male,PA,3.58E+14,SM-G950U,471.1243027,4377,2589234000
Female,NJ,3.55E+14,SM-G930V,495.8486718,4374,3066913000
Female,TX,3.59E+14,SM-G920T,184.2000059,4372,7890766000
Female,NY,3.59E+14,SM-N900T,585.6434834,4361,3123094000
Male,PA,3.56E+14,SM-G930P,687.9842869,4353,4806440000
Female,NY,3.55E+14,SM-G930V,63.50386994,4353,4848234000
Male,ME,3.58E+14,SM-G930T,284.5168842,4351,3904990000
Male,TX,3.54E+14,SM-N920T,505.7203918,4347,7405114000
Female,NY,3.58E+14,SM-G955U,730.4166085,4337,1502142000
Male,NJ,3.57E+14,SAMSUNG-SM-G930A,263.6631274,4310,1504296000
Female,CA,3.58E+14,SM-G935T,756.5927956,4306,5009797000
Female,FL,3.58E+14,SM-G930T,582.0329386,4305,3002449000
Male,MA,3.58E+14,SM-G950U,264.8314692,4287,1236030000
Male,NY,3.58E+14,SM-G935V,383.5177195,4277,1050791000
Female,NY,3.58E+14,SM-G935T,384.9118721,4254,3664639000
Female,CA,3.58E+14,SM-G930T,290.6374004,4244,4818614000
Male,CA,3.52E+14,SM-G900T,694.7141811,4236,2067399000
Male,TX,3.56E+14,SM-G930P,824.0615672,4232,3241329000
Female,NY,3.58E+14,SM-G950U,995.7746511,4212,1229602000
Female,CA,3.55E+14,SM-G935V,402.5602638,4201,-1120964000
Male,TX,3.55E+14,SM-G930V,133.6826091,4183,304127000
Female,MI,3.56E+14,SM-G930P,461.699326,4183,5660144000
Male,PA,3.58E+14,SAMSUNG-SM-G935A,186.5919631,4170,4731997000
Female,IL,3.57E+14,SAMSUNG-SM-G935A,822.9849324,4170,-1414412000
Female,MD,9.90E+14,SM-G925P,41.6504568,4168,2912768000
Female,MN,3.58E+14,SM-G955U,103.7179121,4162,2637326000
Female,NY,3.58E+14,SM-G950U,649.7653882,4162,982522000
Male,MA,3.58E+14,SM-G955U,703.2544684,4142,2057334000
Female,PA,9.90E+14,SM-N920V,692.2375102,4134,915943000
Male,MD,3.57E+14,SM-G935T,52.24596385,4129,6240984000
Female,TX,3.58E+14,SM-G955U,845.2967867,4127,1596368000
Female,OH,9.90E+14,SM-N900P,730.8890262,4126,1837647000
Female,WI,9.90E+14,SM-G928P,268.2355288,4125,10347008000
Female,TX,3.59E+14,SAMSUNG-SM-G920A,558.4049995,4123,1756579000
Male,mo,9.90E+14,SM-G920P,616.0541095,4121,2077053000
Male,KS,9.90E+14,SM-N920P,632.1027244,4118,2659896000
Male,AZ,3.58E+14,SM-G955U,7.07055747,4111,1650966000
Female,NY,3.58E+14,SM-G930T,286.9917449,4111,5943132000
Male,OH,9.90E+14,SM-N920P,574.2597812,4103,6967102000
Male,AL,3.58E+14,SM-G955U,489.1102768,4100,2167558000
Male,VA,3.54E+14,SAMSUNG-SM-G928A,559.4423251,4095,5163752000
Male,NC,3.56E+14,SM-G930P,814.1065353,4086,5103032000
Female,IL,9.90E+14,SM-G920P,906.1613772,4080,4608467000
Female,CA,3.55E+14,SM-G930V,375.1744229,4079,2952816000
Female,MD,3.58E+14,SM-G955U,82.65302819,4076,1669978000
Male,MD,3.59E+14,SM-G920T,14.97871163,4072,6016677000
Male,IL,3.58E+14,SM-G955U,529.3086444,4064,954480000
Male,TX,3.54E+14,SAMSUNG-SM-G928A,877.7334715,4060,2439385000
Female,NJ,3.57E+14,SAMSUNG-SM-G935A,571.9637891,4059,7435768000
Male,AZ,3.53E+14,SM-G930V,171.3316924,4056,11627680000
Female,FL,3.52E+14,SAMSUNG-SM-G935A,979.4403856,4046,3889150000
Male,ID,3.58E+14,SM-G955U,365.6899034,4042,1805273000
Male,NE,3.58E+14,SM-G950U,170.3547996,4041,2151705000
Male,CA,3.58E+14,SM-G955U,152.6627928,4038,1353191000
Male,NJ,3.53E+14,SM-G930V,361.2016529,4037,2036775000
Female,MN,9.90E+14,SM-G900V,761.4775981,4036,3155699000
Male,NY,3.55E+14,SM-G930V,810.0972885,4034,3090130000
Female,AL,3.59E+14,SM-G920T,414.8274309,4032,5524289000
Male,PA,3.60E+14,SM-G925T,448.8433488,4030,6751266000
Female,UT,3.55E+14,SM-G930V,49.31657981,4026,3764966000
Female,AL,3.58E+14,SM-G955U,969.3115804,4021,1369152000
Female,IN,3.58E+14,SM-G950U,414.8991818,4018,1756394000
Male,CO,3.58E+14,SM-G950U,111.5598983,4018,2208546000
Female,SC,3.56E+14,SM-G930P,664.9266279,4004,3774659000
Female,LA,3.56E+14,SAMSUNG-SM-G930A,144.7968567,3988,3720352000
Female,MI,3.58E+14,SM-G950U,922.9681169,3987,2323814000
Female,MN,3.58E+14,SM-G930T,144.6900812,3986,5801127000
Female,FL,3.58E+14,SM-G930T,381.3766661,3985,2236988000
Female,NM,3.56E+14,SM-G930P,86.58661658,3981,3157637000
Male,VA,3.57E+14,SM-G935T,422.8525044,3978,1001920000
Female,MO,3.57E+14,SAMSUNG-SM-G935A,589.1796225,3978,1725120000
Male,IL,3.58E+14,SM-G955U,231.8449914,3977,1524815000
Female,LA,9.90E+14,SM-N900V,506.2807977,3976,1651850000
Male,OH,9.90E+14,SM-N920P,457.737772,3974,2575029000
Male,VA,3.56E+14,SM-G930P,852.0969345,3972,7636280000
Male,VA,3.58E+14,SM-G955U,839.8035745,3966,2159519000
Female,WA,3.58E+14,SM-G955U,7.99578792,3949,1586988000
Male,TN,3.55E+14,SM-G930V,698.7062026,3929,2186440000
Male,MO,3.58E+14,SM-G955U,113.033889,3926,227023000
Male,IL,3.56E+14,SM-G930P,863.2177785,3921,4804590000
Male,NY,9.90E+14,SM-N920V,854.6165914,3921,7096664000
Male,OH,3.58E+14,SM-G955U,254.6450063,3920,1603702000
Female,NE,3.58E+14,SM-G955U,110.8530753,3918,1919977000
Male,OR,9.90E+14,SM-G900V,925.7674162,3915,825618000
Male,UT,3.54E+14,SM-N920T,590.4514928,3908,4452843000
Male,VA,9.90E+14,SM-N920P,926.0981414,3903,7593898000
Male,MI,3.58E+14,SM-G955U,451.3374718,3899,2348652000
Male,MI,3.55E+14,SM-G930V,476.9559475,3898,4122924000
Male,KS,3.58E+14,SM-G935T,929.9021548,3896,3627612000
Male,NY,3.58E+14,SM-G930T,532.4173963,3896,2030417000
Female,CA,3.52E+14,SM-G900T,753.4007759,3891,5208138000
Male,TX,9.90E+14,SM-G920P,526.3624068,3891,4386198000
Female,SC,3.57E+14,SAMSUNG-SM-G930A,494.4625691,3889,1813383000
Female,MD,3.58E+14,SM-G935T,896.8850856,3877,7549359000
Male,NC,3.56E+14,SM-G930P,531.9557295,3857,3235098000
Male,AL,3.56E+14,SM-G930P,870.7320706,3853,1659012000
Female,MN,3.56E+14,SM-G930P,608.0107654,3852,5013784000
Male,NJ,3.58E+14,SM-G950U,581.8877599,3841,1603523000
Male,AL,3.58E+14,SM-G950U,306.2846708,3834,2231898000
Female,LA,9.90E+14,SM-G928V,632.8487095,3829,1369608000
Female,NY,3.56E+14,SM-G930P,554.8763169,3828,4140782000
Female,FL,3.58E+14,SM-G955U,311.1711855,3818,1268872000
Male,PA,3.58E+14,SM-G935T,671.495448,3814,4632535000
Male,FL,3.54E+14,SM-N920T,481.3213093,3805,4115002000
Male,AL,3.53E+14,SAMSUNG-SM-G900A,99.81796157,3793,751916000
Male,GA,3.58E+14,SM-G955U,941.652986,3791,2271756000
Male,MO,3.56E+14,SM-G950U,313.4146616,3784,2093529000
Female,CO,3.57E+14,SAMSUNG-SM-G930A,298.6629311,3762,2602756000
Female,TX,9.90E+14,SM-N910V,464.8003214,3760,416315000
Male,MI,3.54E+14,SM-G928T,44.83704302,3760,4617672000
Female,CA,3.58E+14,SM-G930T,242.5000512,3757,2189409000
Female,GA,3.57E+14,SAMSUNG-SM-G930A,295.4722527,3754,5980451000
Male,AZ,3.58E+14,SM-G955U,932.9121749,3738,2553474000
Male,CA,9.90E+14,SM-N900V,264.7374854,3738,953921000
Male,OR,3.58E+14,SM-G950U,641.8116707,3735,1730887000
Male,MI,3.54E+14,SAMSUNG-SM-G900A,852.48039,3734,1552564000
Male,IL,9.90E+14,SM-N920V,345.3189168,3727,1576963000
Female,AL,9.90E+14,SM-G900V,478.8033843,3724,1459904000
Female,NJ,3.54E+14,SM-G928T,180.92876,3716,3404156000
Male,IN,3.54E+14,SM-G928T,269.6567947,3715,3637599000
Female,CA,3.58E+14,SM-G935V,674.651807,3712,1345090000
Female,TX,9.90E+14,SM-T817V,627.1525232,3681,2692996000
Female,CA,9.90E+14,SM-G928P,908.101857,3673,6280372000
Male,ME,3.56E+14,SM-G935P,928.1689303,3662,3389211000
Male,IL,3.57E+14,SAMSUNG-SM-G930A,994.1561971,3658,-1212629000
Female,TN,3.58E+14,SM-G955U,567.0141316,3650,2488302000
Female,FL,3.54E+14,SAMSUNG-SM-G900A,322.1523087,3649,1186865000
Female,AZ,3.53E+14,SM-G930V,575.2196918,3646,3424440000
Male,TN,3.55E+14,SM-G935V,90.57317696,3641,3173871000
Female,MI,3.58E+14,SM-G955U,681.3601016,3633,2030177000
Female,IL,3.58E+14,SM-G950U,101.6960817,3633,1189819000
Male,CA,3.56E+14,SM-G935P,472.4620423,3630,3472849000
Male,CA,3.58E+14,SM-G955U,637.0208493,3629,1997226000
Male,OH,3.58E+14,SM-G955U,168.0454536,3628,1065502000
Male,KY,9.90E+14,SM-T817V,607.7961963,3627,2507640000
Female,FL,9.90E+14,SM-N920V,493.6573723,3619,6603946000
Male,HI,9.90E+14,SM-T817V,707.0270626,3611,5722374000
Female,AZ,3.58E+14,SM-G935T,896.4573892,3606,6259830000
Female,TX,3.58E+14,SM-G950U,702.5324676,3605,2034847000
Female,VA,3.54E+14,SM-N920T,574.8417556,3601,3305471000
Male,IL,3.58E+14,SM-G955U,835.8871607,3596,819875000
Male,TN,3.58E+14,SM-G950U,261.1781235,3588,1323942000
Male,NJ,3.54E+14,SAMSUNG-SM-G928A,25.13428802,3587,2264228000
Female,IL,3.55E+14,SM-G930V,782.2757616,3570,1117419000
Female,CA,9.90E+14,SM-G920P,434.1204791,3566,2043165000
Male,NC,3.55E+14,SM-G930V,2.086842754,3563,974852000
Male,NY,3.52E+14,SM-G900T,722.6218455,3556,3802521000
Female,MS,3.54E+14,SAMSUNG-SM-G928A,906.9700117,3556,3487600000
Female,VA,9.90E+14,SM-G928P,125.0073364,3556,1899514000
Male,OR,3.55E+14,SM-G930V,646.6277562,3552,3501445000
Male,NY,3.55E+14,SM-G930V,98.44034229,3535,4305672000
Male,CO,3.56E+14,SM-G930P,889.9403712,3525,4169361000
Female,MN,3.58E+14,SM-G955U,818.3307657,3525,1853955000
Male,TX,3.58E+14,SM-G935V,705.7328164,3520,3379156000
Male,NY,3.58E+14,SM-G955U,961.6818973,3518,1805978000
Male,TX,3.58E+14,SM-G950U,988.3848469,3518,2205249000
Female,FL,3.56E+14,SM-G935T,595.3666923,3511,2864309000
Female,AL,3.58E+14,SM-G935V,996.8080989,3502,2145464000
Male,MA,3.58E+14,SM-G955U,576.3756415,3500,1937122000
Female,GA,3.58E+14,SM-G950U,664.9995435,3498,1688569000
Female,VA,9.90E+14,SM-N920V,804.2399293,3496,2202086000
Female,TX,3.56E+14,SAMSUNG-SM-N915A,588.3566697,3494,4438142000
Female,AZ,3.58E+14,SM-G950U,649.3208755,3494,2003053000
Female,TX,3.59E+14,SAMSUNG-SM-N900A,624.4219666,3483,1020227000
Female,CO,3.58E+14,SM-G955U,712.3852582,3480,2025888000
Female,MN,3.57E+14,SM-G935T,224.7823937,3475,3502816000
Male,NY,9.90E+14,SM-N920P,263.6613916,3474,3759927000
Male,DE,3.56E+14,SM-G950U,910.9905104,3473,1849775000
Female,WA,9.90E+14,SM-G900V,631.7070327,3471,8466892000
Male,NY,R52H10L44CR,SM-T810,928.8342183,3467,7626316000
Male,MA,9.90E+14,SM-N920V,799.1186938,3466,2117877000
Male,MO,9.90E+14,SM-N920V,21.47715421,3454,823309000
Male,WA,3.56E+14,SM-G955U,443.9244691,3453,1858016000
Female,IN,3.58E+14,SM-G955U,960.2318122,3453,1094489000
Male,AR,3.58E+14,SM-G955U,527.7478716,3438,1533934000
Male,NC,9.90E+14,SM-G928P,13.37310788,3436,8913724000
Female,FL,9.90E+14,SM-N920P,697.0627534,3436,5758954000
Male,FL,3.54E+14,SAMSUNG-SM-N920A,764.8211263,3430,5948612000
Male,VA,3.56E+14,SM-G935P,290.9021141,3429,5039910000
Male,AR,9.90E+14,SM-N900P,402.1963558,3424,4641406000
Female,MA,9.90E+14,SM-G900P,229.5430765,3420,1759918000
Female,PA,3.58E+14,SM-G950U,682.8299829,3415,2232468000
Male,NY,3.58E+14,SM-G950U,58.9124157,3414,1823654000
Female,AL,3.54E+14,SAMSUNG-SM-G900A,733.2440476,3413,1088983000
Male,GA,3.56E+14,SM-G955U,280.42135,3402,2217095000
Female,WA,3.58E+14,SM-G950U,429.0544771,3389,2481691000
Male,IL,9.90E+14,SM-G928P,534.7112803,3387,2090657000
Male,TN,3.58E+14,SM-G955U,136.3828769,3386,2033859000
Male,FL,3.58E+14,SM-G950U,71.65076587,3382,2602536000
Female,NC,3.57E+14,SAMSUNG-SM-G930A,492.6739046,3381,4955161000
Male,MO,3.56E+14,SM-G930P,133.2284598,3375,5633591000
Female,MD,9.90E+14,SM-G928P,131.5094092,3373,5973982000
Female,CO,3.56E+14,SM-G930P,351.3220524,3371,7651256000
Male,NJ,3.56E+14,SM-G950U,668.749995,3364,2370594000
Male,CA,9.90E+14,SM-G925P,229.5494442,3362,6186359000
Female,CA,3.57E+14,SAMSUNG-SM-G930A,670.873055,3361,2571316000
Male,CO,3.58E+14,SM-G955U,73.48186104,3357,748634000
Male,CA,9.90E+14,SM-G925P,149.2615039,3357,4944366000
Female,MO,3.52E+14,SAMSUNG-SM-G935A,1.807336808,3353,5106141000
Female,VA,3.60E+14,SM-G925T,97.659281,3334,2128625000
Male,MT,3.58E+14,SM-G955U,239.5940594,3331,2032494000
Male,IL,3.56E+14,SM-G950U,241.9881664,3320,1681856000
Female,NY,3.57E+14,SAMSUNG-SM-G930A,416.1909602,3320,1165471000
Male,FL,3.58E+14,SM-G955U,585.8597216,3316,2577400000
Female,TX,3.53E+14,SAMSUNG-SM-G900A,509.3517232,3314,9771232000
Female,NJ,3.54E+14,SAMSUNG-SM-G928A,40.21597594,3309,1158195000
Male,VA,9.90E+14,SM-N920V,859.3926442,3307,6279503000
Male,KS,3.58E+14,SAMSUNG-SM-N900A,119.0866951,3307,1039055000
Female,TX,3.53E+14,SAMSUNG-SM-G900A,743.4281607,3299,5071883000
Male,PA,3.55E+14,SM-G930V,570.261831,3297,6507989000
Male,NJ,3.56E+14,SM-G955U,791.0019973,3292,2226838000
Male,VA,3.58E+14,SM-G950U,451.3823897,3282,1425715000
Male,MS,9.90E+14,SM-T817V,35.79548542,3280,1328663000
Female,CA,9.90E+14,SM-G920P,847.4643145,3278,4588298000
Female,GA,3.58E+14,SM-G955U,297.7577089,3276,836779000
Male,NV,3.55E+14,SM-G930V,834.49,3274,1845021000
Male,CA,3.57E+14,SAMSUNG-SM-G930A,146.6823072,3267,1163843000
Male,TX,3.58E+14,SAMSUNG-SM-G920A,28.37940582,3266,4160731000
Female,TX,3.58E+14,SM-G955U,586.8488934,3263,2307901000
Male,ia,3.58E+14,SM-G950U,867.9731638,3262,1686636000
Female,IA,9.90E+14,SM-G900V,73.10292875,3261,3570103000
Male,OH,3.58E+14,SM-G950U,584.9323673,3254,2412786000
Female,OH,3.56E+14,SM-G935P,129.1176899,3254,9134122000
Female,WA,3.54E+14,SM-N920T,663.3961016,3253,1623970000
Male,TX,3.58E+14,SM-G955U,686.7801286,3246,1426716000
Male,MI,9.90E+14,SM-G900V,254.5321502,3245,6308701000
Female,WA,9.90E+14,SM-G920P,653.0022512,3240,5691342000
Male,FL,9.90E+14,SM-N920V,916.5924559,3238,6442051000
Female,AZ,3.59E+14,SM-G920T,715.2921265,3227,3110069000
Male,WY,3.58E+14,SM-G950U,781.2929576,3224,2200223000
Female,FL,3.58E+14,SAMSUNG-SM-G935A,68.03800407,3223,236721000
Male,RI,3.58E+14,SM-G955U,449.6591873,3223,1443117000
Female,DE,3.58E+14,SM-G935T,40.47949867,3210,2662272000
Female,IL,3.56E+14,SM-G935P,182.6101654,3206,2875831000
Female,TX,3.58E+14,SM-G955U,578.3219837,3205,1635384000
Female,FL,3.56E+14,SM-G955U,460.2010507,3204,2465359000
Female,MI,3.56E+14,SM-G935P,374.5876979,3199,2380410000
Male,OR,3.56E+14,SM-G950U,197.3983166,3198,2275281000
Male,ID,3.53E+14,SAMSUNG-SM-G900A,544.603841,3194,8774909000
Male,NY,3.56E+14,SM-G955U,124.6204353,3190,2354899000
